Plot 1 FLIR USB Video

				Bx1.Average
Emissivity				0.949999988079071
Distance				0
Reflected temperature				19.999993896484398
Location X				38
Location Y				26
Size X				6
Size Y				10
Surface (pixels)				60

Date	Time	Milliseconds	Relative time	Bx1.Average
18/02/2022	19:30:39	162	2134.595	26.3458526611328
18/02/2022	19:30:39	432	2134.865	26.3724399884542
18/02/2022	19:30:39	702	2135.135	26.3815610567729
18/02/2022	19:30:39	972	2135.405	26.3508903503418
18/02/2022	19:30:40	243	2135.676	26.3519276301066
18/02/2022	19:30:40	513	2135.946	26.2906430562337
18/02/2022	19:30:40	783	2136.216	26.3128571828206
18/02/2022	19:30:41	053	2136.486	26.3894244194031
18/02/2022	19:30:41	324	2136.757	26.2932755470276
18/02/2022	19:30:41	864	2137.297	26.284499613444
18/02/2022	19:30:42	135	2137.568	26.3301838556925
18/02/2022	19:30:42	405	2137.838	26.3068845748901
18/02/2022	19:30:42	675	2138.108	26.301097202301
18/02/2022	19:30:42	945	2138.378	26.2979341189067
18/02/2022	19:30:43	216	2138.649	26.2008907636007
18/02/2022	19:30:43	486	2138.919	26.2084459940592
18/02/2022	19:30:44	026	2139.459	26.1657274881999
18/02/2022	19:30:44	297	2139.73	26.0897484461466
18/02/2022	19:30:44	567	2140	26.1090798695882
18/02/2022	19:30:44	837	2140.27	26.0904403368632
18/02/2022	19:30:45	107	2140.54	26.1566478411357
18/02/2022	19:30:45	378	2140.811	26.1225272814433
18/02/2022	19:30:45	648	2141.081	26.102614180247
18/02/2022	19:30:46	189	2141.622	26.0534808158875
18/02/2022	19:30:46	459	2141.892	26.0869063059489
18/02/2022	19:30:46	729	2142.162	26.164891688029
18/02/2022	19:30:46	999	2142.432	26.0753787676493
18/02/2022	19:30:47	270	2142.703	26.0599383672078
18/02/2022	19:30:47	540	2142.973	26.053354771932
18/02/2022	19:30:47	810	2143.243	26.0446543693542
18/02/2022	19:30:48	351	2143.784	26.0924989700317
18/02/2022	19:30:48	621	2144.054	26.1449945449829
18/02/2022	19:30:48	891	2144.324	26.1833716074626
18/02/2022	19:30:49	162	2144.595	26.1482106844584
18/02/2022	19:30:49	432	2144.865	26.1714080174764
18/02/2022	19:30:49	702	2145.135	26.2323188463847
18/02/2022	19:30:49	972	2145.405	26.2223029772441
18/02/2022	19:30:50	243	2145.676	26.1970652898153
18/02/2022	19:30:50	783	2146.216	26.2263396263123
18/02/2022	19:30:51	053	2146.486	26.2462126731873
18/02/2022	19:30:51	324	2146.757	26.2474145889282
18/02/2022	19:30:51	594	2147.027	26.2539089838664
18/02/2022	19:30:51	864	2147.297	26.1722192128499
18/02/2022	19:30:52	405	2147.838	26.1963817914327
18/02/2022	19:30:52	675	2148.108	26.1815391858419
18/02/2022	19:30:52	945	2148.378	26.1865759849548
18/02/2022	19:30:53	216	2148.649	26.1864551226298
18/02/2022	19:30:53	486	2148.919	26.2275009155273
18/02/2022	19:30:53	756	2149.189	26.1353411038717
18/02/2022	19:30:54	026	2149.459	26.1672792752584
18/02/2022	19:30:54	567	2150	26.1801430066427
18/02/2022	19:30:54	837	2150.27	26.1480287869771
18/02/2022	19:30:55	107	2150.54	26.1363682428996
18/02/2022	19:30:55	378	2150.811	26.1527270952861
18/02/2022	19:30:55	648	2151.081	26.1267414093018
18/02/2022	19:30:56	189	2151.622	26.1512225468953
18/02/2022	19:30:56	459	2151.892	26.1775249799093
18/02/2022	19:30:56	729	2152.162	26.0917853355408
18/02/2022	19:30:56	999	2152.432	26.1065779368083
18/02/2022	19:30:57	270	2152.703	26.1018359184265
18/02/2022	19:30:57	540	2152.973	26.0938375790914
18/02/2022	19:30:58	080	2153.513	26.0474460283915
18/02/2022	19:30:58	351	2153.784	26.0811763445536
18/02/2022	19:30:58	621	2154.054	26.0671785990397
18/02/2022	19:30:58	891	2154.324	26.0629894256592
18/02/2022	19:30:59	162	2154.595	26.0177048683166
18/02/2022	19:30:59	432	2154.865	26.0450389862061
18/02/2022	19:30:59	702	2155.135	26.011763381958
18/02/2022	19:30:59	972	2155.405	25.9892954190572
18/02/2022	19:31:00	243	2155.676	25.9660022735596
18/02/2022	19:31:00	783	2156.216	25.9599607785543
18/02/2022	19:31:01	053	2156.486	25.9079766909281
18/02/2022	19:31:01	324	2156.757	25.9945806503296
18/02/2022	19:31:01	594	2157.027	25.9930028279622
18/02/2022	19:31:01	864	2157.297	25.9660987218221
18/02/2022	19:31:02	135	2157.568	25.9373947143555
18/02/2022	19:31:02	675	2158.108	25.9595125198364
18/02/2022	19:31:02	945	2158.378	25.9523098627726
18/02/2022	19:31:03	216	2158.649	26.0016379674276
18/02/2022	19:31:03	486	2158.919	25.9981880823771
18/02/2022	19:31:03	756	2159.189	25.9456736882528
18/02/2022	19:31:04	026	2159.459	25.9427719434102
18/02/2022	19:31:04	297	2159.73	25.9137415250142
18/02/2022	19:31:04	567	2160	25.9474159558614
18/02/2022	19:31:05	107	2160.54	25.927006149292
18/02/2022	19:31:05	378	2160.811	25.9792413075765
18/02/2022	19:31:05	648	2161.081	25.9830395698547
18/02/2022	19:31:05	918	2161.351	25.9607582410177
18/02/2022	19:31:06	189	2161.622	25.9201366424561
18/02/2022	19:31:06	459	2161.892	25.8358368237813
18/02/2022	19:31:06	729	2162.162	25.9153878529867
18/02/2022	19:31:06	999	2162.432	25.867234770457
18/02/2022	19:31:07	270	2162.703	25.8555941899618
18/02/2022	19:31:07	540	2162.973	25.8545241673787
18/02/2022	19:31:08	080	2163.513	25.9139183044434
18/02/2022	19:31:08	351	2163.784	25.8433376630147
18/02/2022	19:31:08	621	2164.054	25.9137966156006
18/02/2022	19:31:08	891	2164.324	25.9246646563212
18/02/2022	19:31:09	162	2164.595	25.9625109354655
18/02/2022	19:31:09	702	2165.135	25.9208541552226
18/02/2022	19:31:09	972	2165.405	25.9400729497274
18/02/2022	19:31:10	243	2165.676	25.8895934740702
18/02/2022	19:31:10	513	2165.946	25.8856637318929
18/02/2022	19:31:10	783	2166.216	25.8492547671
18/02/2022	19:31:11	053	2166.486	25.8983916282654
18/02/2022	19:31:11	324	2166.757	25.9132064183553
18/02/2022	19:31:11	594	2167.027	25.8613629341125
18/02/2022	19:31:11	864	2167.297	25.8994125684102
18/02/2022	19:31:12	405	2167.838	25.8101838111877
18/02/2022	19:31:12	675	2168.108	25.8767036120097
18/02/2022	19:31:12	945	2168.378	25.8919034639994
18/02/2022	19:31:13	216	2168.649	25.9106606801351
18/02/2022	19:31:13	486	2168.919	25.9295821507772
18/02/2022	19:31:13	756	2169.189	25.9359130223592
18/02/2022	19:31:14	026	2169.459	25.8610859553019
18/02/2022	19:31:14	297	2169.73	25.794500764211
18/02/2022	19:31:14	837	2170.27	25.8013958295186
18/02/2022	19:31:15	107	2170.54	25.7846853256226
18/02/2022	19:31:15	378	2170.811	25.7615679105123
18/02/2022	19:31:15	648	2171.081	25.7394435882568
18/02/2022	19:31:15	918	2171.351	25.8269536336263
18/02/2022	19:31:16	189	2171.622	25.8149041175842
18/02/2022	19:31:16	459	2171.892	25.83960313797
18/02/2022	19:31:16	729	2172.162	25.8100214004517
18/02/2022	19:31:16	999	2172.432	25.8442364056905
18/02/2022	19:31:17	540	2172.973	25.8382815996806
18/02/2022	19:31:17	810	2173.243	25.8489377657572
18/02/2022	19:31:18	080	2173.513	25.8229899088542
18/02/2022	19:31:18	351	2173.784	25.8385627110799
18/02/2022	19:31:18	621	2174.054	25.8734448750814
18/02/2022	19:31:18	891	2174.324	25.9518630345662
18/02/2022	19:31:19	162	2174.595	25.9577491124471
18/02/2022	19:31:19	702	2175.135	25.8500335693359
18/02/2022	19:31:19	972	2175.405	25.854134051005
18/02/2022	19:31:20	243	2175.676	25.8470060984294
18/02/2022	19:31:20	513	2175.946	25.785697778066
18/02/2022	19:31:20	783	2176.216	25.8147837638855
18/02/2022	19:31:21	053	2176.486	25.8347401301066
18/02/2022	19:31:21	594	2177.027	25.8426154454549
18/02/2022	19:31:21	864	2177.297	25.829841486613
18/02/2022	19:31:22	135	2177.568	25.8500538508097
18/02/2022	19:31:22	405	2177.838	25.8673860549927
18/02/2022	19:31:22	675	2178.108	25.8707123756409
18/02/2022	19:31:22	945	2178.378	25.8233738263448
18/02/2022	19:31:23	216	2178.649	25.8251335144043
18/02/2022	19:31:23	486	2178.919	25.8482677777608
18/02/2022	19:31:23	756	2179.189	25.8524903615316
18/02/2022	19:31:24	297	2179.73	25.9504776636759
18/02/2022	19:31:24	567	2180	26.0305539131165
18/02/2022	19:31:24	837	2180.27	26.0008084615072
18/02/2022	19:31:25	107	2180.54	25.9726219177246
18/02/2022	19:31:25	107	2180.54	25.9726219177246
18/02/2022	19:31:26	729	2182.162	25.80008837382
18/02/2022	19:31:26	999	2182.432	25.8394536972046
18/02/2022	19:31:27	270	2182.703	25.8377272923787
18/02/2022	19:31:27	540	2182.973	25.7992302258809
18/02/2022	19:31:27	810	2183.243	25.8634676933289
18/02/2022	19:31:28	351	2183.784	25.8592089653015
18/02/2022	19:31:28	621	2184.054	25.8481385231018
18/02/2022	19:31:28	891	2184.324	25.8381436983744
18/02/2022	19:31:29	162	2184.595	25.8059613227844
18/02/2022	19:31:29	432	2184.865	25.7460235277812
18/02/2022	19:31:29	702	2185.135	25.6757853825887
18/02/2022	19:31:30	243	2185.676	25.7438947995504
18/02/2022	19:31:30	513	2185.946	25.7255480766296
18/02/2022	19:31:30	783	2186.216	25.7260826746623
18/02/2022	19:31:31	053	2186.486	25.753027788798
18/02/2022	19:31:31	324	2186.757	25.7364544232686
18/02/2022	19:31:31	594	2187.027	25.737485408783
18/02/2022	19:31:31	864	2187.297	25.7264269193014
18/02/2022	19:31:32	135	2187.568	25.6992352167765
18/02/2022	19:31:32	675	2188.108	25.6931897799174
18/02/2022	19:31:32	945	2188.378	25.7323314030965
18/02/2022	19:31:33	216	2188.649	25.683420530955
18/02/2022	19:31:33	486	2188.919	25.725158405304
18/02/2022	19:31:33	756	2189.189	25.7814910888672
18/02/2022	19:31:34	026	2189.459	25.8066863059998
18/02/2022	19:31:34	297	2189.73	25.7634361902873
18/02/2022	19:31:34	567	2190	25.7553549130758
18/02/2022	19:31:35	107	2190.54	25.7597428321838
18/02/2022	19:31:35	378	2190.811	25.7279281616211
18/02/2022	19:31:35	648	2191.081	25.6474197705587
18/02/2022	19:31:35	918	2191.351	25.7066154162089
18/02/2022	19:31:36	189	2191.622	25.7518172264099
18/02/2022	19:31:36	459	2191.892	25.7471727689107
18/02/2022	19:31:36	999	2192.432	25.7706363042196
18/02/2022	19:31:37	270	2192.703	25.7288422266642
18/02/2022	19:31:37	540	2192.973	25.81163037618
18/02/2022	19:31:37	810	2193.243	25.6973459879557
18/02/2022	19:31:38	080	2193.513	25.7225798924764
18/02/2022	19:31:38	351	2193.784	25.6855373064677
18/02/2022	19:31:38	621	2194.054	25.7128364562988
18/02/2022	19:31:39	162	2194.595	25.6604673703512
18/02/2022	19:31:39	432	2194.865	25.6471449216207
18/02/2022	19:31:39	702	2195.135	25.6647117614746
18/02/2022	19:31:39	972	2195.405	25.6604867299398
18/02/2022	19:31:40	243	2195.676	25.6838743845622
18/02/2022	19:31:40	513	2195.946	25.702722454071
18/02/2022	19:31:40	783	2196.216	25.6844814300537
18/02/2022	19:31:41	053	2196.486	25.6681657791138
18/02/2022	19:31:41	324	2196.757	25.6600162188212
18/02/2022	19:31:41	864	2197.297	25.6490432103475
18/02/2022	19:31:42	135	2197.568	25.6183087666829
18/02/2022	19:31:42	405	2197.838	25.6980690002441
18/02/2022	19:31:42	675	2198.108	25.7038105964661
18/02/2022	19:31:42	945	2198.378	25.684339650472
18/02/2022	19:31:43	216	2198.649	25.600831190745
18/02/2022	19:31:43	486	2198.919	25.6597975730896
18/02/2022	19:31:44	026	2199.459	25.661874516805
18/02/2022	19:31:44	297	2199.73	25.6845536549886
18/02/2022	19:31:44	567	2200	25.6370098114014
18/02/2022	19:31:44	837	2200.27	25.6475621859233
18/02/2022	19:31:45	107	2200.54	25.572836748759
18/02/2022	19:31:45	378	2200.811	25.6544233004252
18/02/2022	19:31:45	648	2201.081	25.6474823951721
18/02/2022	19:31:45	918	2201.351	25.7383502006531
18/02/2022	19:31:46	189	2201.622	25.6759713490804
18/02/2022	19:31:46	729	2202.162	25.6534626642863
18/02/2022	19:31:46	999	2202.432	25.6173910140991
18/02/2022	19:31:47	270	2202.703	25.615157699585
18/02/2022	19:31:47	540	2202.973	25.6027972857157
18/02/2022	19:31:47	810	2203.243	25.6772850672404
18/02/2022	19:31:48	080	2203.513	25.599741045634
18/02/2022	19:31:48	351	2203.784	25.6085789044698
18/02/2022	19:31:48	891	2204.324	25.60350634257
18/02/2022	19:31:49	162	2204.595	25.5328491210938
18/02/2022	19:31:49	432	2204.865	25.5315243403117
18/02/2022	19:31:49	702	2205.135	25.4862329800924
18/02/2022	19:31:49	972	2205.405	25.5391739527384
18/02/2022	19:31:50	243	2205.676	25.5331512769063
18/02/2022	19:31:50	513	2205.946	25.5108436584473
18/02/2022	19:31:50	783	2206.216	25.5127782503764
18/02/2022	19:31:51	053	2206.486	25.5577149709066
18/02/2022	19:31:51	594	2207.027	25.5052673339844
18/02/2022	19:31:51	864	2207.297	25.5356033007304
18/02/2022	19:31:52	135	2207.568	25.5324735641479
18/02/2022	19:31:52	405	2207.838	25.5183890660604
18/02/2022	19:31:52	675	2208.108	25.507141049703
18/02/2022	19:31:52	945	2208.378	25.5104756037394
18/02/2022	19:31:53	216	2208.649	25.4668950716654
18/02/2022	19:31:53	486	2208.919	25.5134033203125
18/02/2022	19:31:54	026	2209.459	25.5059977213542
18/02/2022	19:31:54	297	2209.73	25.4357368469238
18/02/2022	19:31:54	567	2210	25.4854008992513
18/02/2022	19:31:54	837	2210.27	25.4663668632507
18/02/2022	19:31:55	107	2210.54	25.4505113283793
18/02/2022	19:31:55	378	2210.811	25.53163022995
18/02/2022	19:31:55	648	2211.081	25.4939910888672
18/02/2022	19:31:56	189	2211.622	25.5076048851013
18/02/2022	19:31:56	459	2211.892	25.4733212471008
18/02/2022	19:31:56	729	2212.162	25.4824721654256
18/02/2022	19:31:56	999	2212.432	25.4355077425639
18/02/2022	19:31:57	270	2212.703	25.4336188634237
18/02/2022	19:31:57	540	2212.973	25.3969903945923
18/02/2022	19:31:57	810	2213.243	25.3999573389689
18/02/2022	19:31:58	351	2213.784	25.3213011423747
18/02/2022	19:31:58	621	2214.054	25.3873874664307
18/02/2022	19:31:58	891	2214.324	25.3189322153727
18/02/2022	19:31:59	162	2214.595	25.3893537203471
18/02/2022	19:31:59	432	2214.865	25.3718768755595
18/02/2022	19:31:59	702	2215.135	25.4088289896647
18/02/2022	19:32:00	243	2215.676	25.4338138580322
18/02/2022	19:32:00	513	2215.946	25.487205696106
18/02/2022	19:32:00	783	2216.216	25.4888383547465
18/02/2022	19:32:01	053	2216.486	25.5044457435608
18/02/2022	19:32:01	324	2216.757	25.5303053220113
18/02/2022	19:32:01	594	2217.027	25.5005915323893
18/02/2022	19:32:01	864	2217.297	25.4741110165914
18/02/2022	19:32:02	405	2217.838	25.4187800725301
18/02/2022	19:32:02	675	2218.108	25.4732965151469
18/02/2022	19:32:02	945	2218.378	25.4632423400879
18/02/2022	19:32:03	216	2218.649	25.4510017712911
18/02/2022	19:32:03	486	2218.919	25.4622797966003
18/02/2022	19:32:03	756	2219.189	25.4510074615479
18/02/2022	19:32:04	297	2219.73	25.4448141415914
18/02/2022	19:32:04	567	2220	25.4240456263224
18/02/2022	19:32:04	837	2220.27	25.4008605003357
18/02/2022	19:32:05	107	2220.54	25.4628486315409
18/02/2022	19:32:05	378	2220.811	25.4373319307963
18/02/2022	19:32:05	918	2221.351	25.4493986447652
18/02/2022	19:32:06	189	2221.622	25.4015988349915
18/02/2022	19:32:06	459	2221.892	25.431538995107
18/02/2022	19:32:06	729	2222.162	25.4409428278605
18/02/2022	19:32:06	999	2222.432	25.44919201533
18/02/2022	19:32:07	270	2222.703	25.3435632705688
18/02/2022	19:32:07	540	2222.973	25.3831362406413
18/02/2022	19:32:07	810	2223.243	25.3348492622375
18/02/2022	19:32:08	351	2223.784	25.3322032928467
18/02/2022	19:32:08	621	2224.054	25.3314198493958
18/02/2022	19:32:08	891	2224.324	25.3741770108541
18/02/2022	19:32:09	162	2224.595	25.3421697616577
18/02/2022	19:32:09	432	2224.865	25.3455679893494
18/02/2022	19:32:09	702	2225.135	25.3775793393453
18/02/2022	19:32:10	243	2225.676	25.3328502972921
18/02/2022	19:32:10	513	2225.946	25.3758611996969
18/02/2022	19:32:10	783	2226.216	25.3428890546163
18/02/2022	19:32:11	053	2226.486	25.3414048194885
18/02/2022	19:32:11	324	2226.757	25.3323175112406
18/02/2022	19:32:11	594	2227.027	25.3211378097534
18/02/2022	19:32:12	135	2227.568	25.3232802391052
18/02/2022	19:32:12	405	2227.838	25.301333173116
18/02/2022	19:32:12	675	2228.108	25.3612946192424
18/02/2022	19:32:12	945	2228.378	25.3000636736552
18/02/2022	19:32:13	216	2228.649	25.3139580726624
18/02/2022	19:32:13	486	2228.919	25.4040150006612
18/02/2022	19:32:13	756	2229.189	25.312161064148
18/02/2022	19:32:14	026	2229.459	25.294086710612
18/02/2022	19:32:14	297	2229.73	25.2568887710571
18/02/2022	19:32:14	837	2230.27	25.3092850367228
18/02/2022	19:32:15	107	2230.54	25.2882701555888
18/02/2022	19:32:15	378	2230.811	25.3233281135559
18/02/2022	19:32:15	648	2231.081	25.2899104118347
18/02/2022	19:32:15	918	2231.351	25.3281715393066
18/02/2022	19:32:16	189	2231.622	25.3009300231934
18/02/2022	19:32:16	459	2231.892	25.3664200782776
18/02/2022	19:32:16	999	2232.432	25.3110151290894
18/02/2022	19:32:17	270	2232.703	25.3253609657288
18/02/2022	19:32:17	540	2232.973	25.3034672737122
18/02/2022	19:32:17	810	2233.243	25.3657309850057
18/02/2022	19:32:18	080	2233.513	25.3014970461528
18/02/2022	19:32:18	351	2233.784	25.3688464164734
18/02/2022	19:32:18	621	2234.054	25.3622597376506
18/02/2022	19:32:18	891	2234.324	25.3741448402405
18/02/2022	19:32:19	162	2234.595	25.3146074612935
18/02/2022	19:32:19	702	2235.135	25.3066106796265
18/02/2022	19:32:19	972	2235.405	25.2522789001465
18/02/2022	19:32:20	243	2235.676	25.2996151606242
18/02/2022	19:32:20	513	2235.946	25.2947348912557
18/02/2022	19:32:20	783	2236.216	25.2791977882385
18/02/2022	19:32:21	053	2236.486	25.3038330713908
18/02/2022	19:32:21	324	2236.757	25.2856992721558
18/02/2022	19:32:21	594	2237.027	25.208299223582
18/02/2022	19:32:22	135	2237.568	25.2553567568461
18/02/2022	19:32:22	405	2237.838	25.2506741205851
18/02/2022	19:32:22	675	2238.108	25.2290730158488
18/02/2022	19:32:22	945	2238.378	25.2493486404419
18/02/2022	19:32:23	216	2238.649	25.1873925844828
18/02/2022	19:32:23	486	2238.919	25.2667072614034
18/02/2022	19:32:23	756	2239.189	25.2437383333842
18/02/2022	19:32:24	026	2239.459	25.2242657025655
18/02/2022	19:32:24	297	2239.73	25.2125227928162
18/02/2022	19:32:24	837	2240.27	25.2936814943949
18/02/2022	19:32:25	107	2240.54	25.2870399792989
18/02/2022	19:32:25	378	2240.811	25.2690462112427
18/02/2022	19:32:25	648	2241.081	25.2795215924581
18/02/2022	19:32:25	918	2241.351	25.243711344401
18/02/2022	19:32:26	189	2241.622	25.3504329045614
18/02/2022	19:32:26	459	2241.892	25.3317134857178
18/02/2022	19:32:26	729	2242.162	25.3258639335632
18/02/2022	19:32:26	999	2242.432	25.2541572252909
18/02/2022	19:32:27	540	2242.973	25.2448338508606
18/02/2022	19:32:27	810	2243.243	25.2533208211263
18/02/2022	19:32:28	080	2243.513	25.2761825879415
18/02/2022	19:32:28	351	2243.784	25.2643298784892
18/02/2022	19:32:28	621	2244.054	25.1621619860331
18/02/2022	19:32:28	891	2244.324	25.183459631602
18/02/2022	19:32:29	432	2244.865	25.162805112203
18/02/2022	19:32:29	702	2245.135	25.1911076227824
18/02/2022	19:32:29	972	2245.405	25.2122917493184
18/02/2022	19:32:30	243	2245.676	25.2155549367269
18/02/2022	19:32:30	513	2245.946	25.2122759501139
18/02/2022	19:32:30	783	2246.216	25.1723521232605
18/02/2022	19:32:31	053	2246.486	25.2161821365356
18/02/2022	19:32:31	324	2246.757	25.2183839162191
18/02/2022	19:32:31	594	2247.027	25.2197189331055
18/02/2022	19:32:32	135	2247.568	25.1973341941833
18/02/2022	19:32:32	405	2247.838	25.2499704360962
18/02/2022	19:32:32	675	2248.108	25.2309204737345
18/02/2022	19:32:32	945	2248.378	25.1953528086344
18/02/2022	19:32:33	216	2248.649	25.1737312634786
18/02/2022	19:32:33	486	2248.919	25.1127136866252
18/02/2022	19:32:34	026	2249.459	25.1212539672852
18/02/2022	19:32:34	297	2249.73	25.1499272664388
18/02/2022	19:32:34	567	2250	25.2088120778402
18/02/2022	19:32:34	837	2250.27	25.2038180351257
18/02/2022	19:32:35	107	2250.54	25.1452712376912
18/02/2022	19:32:35	378	2250.811	25.1796357472738
18/02/2022	19:32:35	648	2251.081	25.1405095418294
18/02/2022	19:32:35	918	2251.351	25.1456707636515
18/02/2022	19:32:36	189	2251.622	25.232890923818
18/02/2022	19:32:36	459	2251.892	25.1660056114197
18/02/2022	19:32:36	999	2252.432	25.1592287063599
18/02/2022	19:32:37	270	2252.703	25.1817983627319
18/02/2022	19:32:37	540	2252.973	25.1382851282756
18/02/2022	19:32:37	810	2253.243	25.1815769513448
18/02/2022	19:32:38	080	2253.513	25.1770504315694
18/02/2022	19:32:38	351	2253.784	25.0945824940999
18/02/2022	19:32:38	621	2254.054	25.1271439552307
18/02/2022	19:32:38	891	2254.324	25.1154308636983
18/02/2022	19:32:39	432	2254.865	25.0985980033875
18/02/2022	19:32:39	702	2255.135	25.1131499608358
18/02/2022	19:32:39	972	2255.405	25.1322164853414
18/02/2022	19:32:40	243	2255.676	25.2049571037292
18/02/2022	19:32:40	513	2255.946	25.2426123301188
18/02/2022	19:32:40	783	2256.216	25.2849438349406
18/02/2022	19:32:41	324	2256.757	25.2596001625061
18/02/2022	19:32:41	594	2257.027	25.2256141344706
18/02/2022	19:32:41	864	2257.297	25.1822913805644
18/02/2022	19:32:42	135	2257.568	25.1920182228088
18/02/2022	19:32:42	405	2257.838	25.1466590563456
18/02/2022	19:32:42	675	2258.108	25.1618273735046
18/02/2022	19:32:43	216	2258.649	25.1003894488017
18/02/2022	19:32:43	486	2258.919	25.1752464612325
18/02/2022	19:32:43	756	2259.189	25.2089648564657
18/02/2022	19:32:44	026	2259.459	25.2018707911174
18/02/2022	19:32:44	297	2259.73	25.0943786938985
18/02/2022	19:32:44	567	2260	25.0660634994507
18/02/2022	19:32:44	837	2260.27	25.0992239952087
18/02/2022	19:32:45	107	2260.54	25.1276750882467
18/02/2022	19:32:45	648	2261.081	25.1038592974345
18/02/2022	19:32:45	918	2261.351	25.1541763623556
18/02/2022	19:32:46	189	2261.622	25.126021194458
18/02/2022	19:32:46	459	2261.892	25.1344726244609
18/02/2022	19:32:46	729	2262.162	25.090749613444
18/02/2022	19:32:46	999	2262.432	25.0919894536336
18/02/2022	19:32:47	270	2262.703	25.0550112406413
18/02/2022	19:32:47	540	2262.973	25.0500450452169
18/02/2022	19:32:47	810	2263.243	25.0407019933065
18/02/2022	19:32:48	351	2263.784	25.0718770662944
18/02/2022	19:32:48	621	2264.054	25.0331487973531
18/02/2022	19:32:48	891	2264.324	25.0753672917684
18/02/2022	19:32:49	162	2264.595	25.0746493975321
18/02/2022	19:32:49	432	2264.865	24.9923677126567
18/02/2022	19:32:49	702	2265.135	25.054930528005
18/02/2022	19:32:49	972	2265.405	25.0099532445272
18/02/2022	19:32:50	243	2265.676	24.9711450894674
18/02/2022	19:32:50	513	2265.946	24.9408380826314
18/02/2022	19:32:51	053	2266.486	24.9707632700602
18/02/2022	19:32:51	324	2266.757	25.0212597211202
18/02/2022	19:32:51	594	2267.027	25.0303332010905
18/02/2022	19:32:51	864	2267.297	24.9620488484701
18/02/2022	19:32:52	135	2267.568	25.0056351343791
18/02/2022	19:32:52	405	2267.838	25.0237181345622
18/02/2022	19:32:52	675	2268.108	24.9949000358582
18/02/2022	19:32:52	945	2268.378	24.9377257029216
18/02/2022	19:32:53	216	2268.649	24.888121064504
18/02/2022	19:32:53	756	2269.189	24.91500415802
18/02/2022	19:32:54	026	2269.459	24.979025999705
18/02/2022	19:32:54	297	2269.73	24.8777564366659
18/02/2022	19:32:54	567	2270	24.917924118042
18/02/2022	19:32:54	837	2270.27	24.9389055887858
18/02/2022	19:32:55	107	2270.54	24.8845589637756
18/02/2022	19:32:55	648	2271.081	24.884122912089
18/02/2022	19:32:55	918	2271.351	24.9330063819885
18/02/2022	19:32:56	189	2271.622	24.8661055882772
18/02/2022	19:32:56	459	2271.892	24.9036572138468
18/02/2022	19:32:56	729	2272.162	24.8546418190002
18/02/2022	19:32:56	999	2272.432	24.7996559778849
18/02/2022	19:32:57	270	2272.703	24.7931714057922
18/02/2022	19:32:57	540	2272.973	24.8554498672485
18/02/2022	19:32:57	810	2273.243	24.841364924113
18/02/2022	19:32:58	351	2273.784	24.8302267392476
18/02/2022	19:32:58	621	2274.054	24.8413954099019
18/02/2022	19:32:58	891	2274.324	24.8073245684306
18/02/2022	19:32:59	162	2274.595	24.850415802002
18/02/2022	19:32:59	432	2274.865	24.8420903205872
18/02/2022	19:32:59	702	2275.135	24.7673859596252
18/02/2022	19:32:59	972	2275.405	24.8168870608012
18/02/2022	19:33:00	243	2275.676	24.8182804107666
18/02/2022	19:33:00	513	2275.946	24.8590172449748
18/02/2022	19:33:01	053	2276.486	24.8483143170675
18/02/2022	19:33:01	324	2276.757	24.7907694816589
18/02/2022	19:33:01	594	2277.027	24.9117941220601
18/02/2022	19:33:01	864	2277.297	24.8142075538635
18/02/2022	19:33:02	135	2277.568	24.7853823343913
18/02/2022	19:33:02	675	2278.108	24.7914279619853
18/02/2022	19:33:02	945	2278.378	24.771376991272
18/02/2022	19:33:03	216	2278.649	24.7748118082682
18/02/2022	19:33:03	486	2278.919	24.8362930615743
18/02/2022	19:33:03	756	2279.189	24.7709641138713
18/02/2022	19:33:04	026	2279.459	24.7950300216675
18/02/2022	19:33:04	297	2279.73	24.8366811434428
18/02/2022	19:33:04	567	2280	24.8780382792155
18/02/2022	19:33:04	837	2280.27	24.798157119751
18/02/2022	19:33:05	378	2280.811	24.830152575175
18/02/2022	19:33:05	648	2281.081	24.8785456975301
18/02/2022	19:33:05	918	2281.351	24.8811095555623
18/02/2022	19:33:06	189	2281.622	24.8114139874776
18/02/2022	19:33:06	459	2281.892	24.8486576080322
18/02/2022	19:33:06	729	2282.162	24.8818498929342
18/02/2022	19:33:06	999	2282.432	24.9037563641866
18/02/2022	19:33:07	270	2282.703	24.8515695889791
18/02/2022	19:33:07	810	2283.243	24.8875346183777
18/02/2022	19:33:08	080	2283.513	24.890629641215
18/02/2022	19:33:08	351	2283.784	24.8458647092183
18/02/2022	19:33:08	621	2284.054	24.7483890215556
18/02/2022	19:33:08	891	2284.324	24.7869734446208
18/02/2022	19:33:09	162	2284.595	24.775617090861
18/02/2022	19:33:09	432	2284.865	24.7429351806641
18/02/2022	19:33:09	702	2285.135	24.7233652750651
18/02/2022	19:33:10	243	2285.676	24.7828927993774
18/02/2022	19:33:10	513	2285.946	24.798277759552
18/02/2022	19:33:10	783	2286.216	24.7039794603984
18/02/2022	19:33:11	053	2286.486	24.7569113095601
18/02/2022	19:33:11	324	2286.757	24.771963596344
18/02/2022	19:33:11	594	2287.027	24.7913013140361
18/02/2022	19:33:12	135	2287.568	24.8180993080139
18/02/2022	19:33:12	405	2287.838	24.7969799995422
