Plot 1 FLIR USB Video

				Bx1.Average
Emissivity				0.949999988079071
Distance				0
Reflected temperature				19.999993896484398
Location X				38
Location Y				26
Size X				6
Size Y				10
Surface (pixels)				60

Date	Time	Milliseconds	Relative time	Bx1.Average
18/02/2022	19:02:44	026	459.459	32.4903075218201
18/02/2022	19:02:44	297	459.73	32.4883040746053
18/02/2022	19:02:44	567	460	32.455788008372
18/02/2022	19:02:44	837	460.27	32.5117456754049
18/02/2022	19:02:45	108	460.541	32.5644813855489
18/02/2022	19:02:45	378	460.811	32.5244464238485
18/02/2022	19:02:45	918	461.351	32.5186328887939
18/02/2022	19:02:46	189	461.622	32.5398846944173
18/02/2022	19:02:46	459	461.892	32.4423898696899
18/02/2022	19:02:46	729	462.162	32.5125658671061
18/02/2022	19:02:47	270	462.703	32.5368954658508
18/02/2022	19:02:47	540	462.973	32.4351039886475
18/02/2022	19:02:47	810	463.243	32.5046112378438
18/02/2022	19:02:48	080	463.513	32.4390074094137
18/02/2022	19:02:48	351	463.784	32.5039308547974
18/02/2022	19:02:48	891	464.324	32.4739080111186
18/02/2022	19:02:49	162	464.595	32.4726759910584
18/02/2022	19:02:49	432	464.865	32.4882446289063
18/02/2022	19:02:49	702	465.135	32.4614732424418
18/02/2022	19:02:49	972	465.405	32.4795784950256
18/02/2022	19:02:50	243	465.676	32.4515342076619
18/02/2022	19:02:50	783	466.216	32.5147361119588
18/02/2022	19:02:51	053	466.486	32.5104324658712
18/02/2022	19:02:51	324	466.757	32.5522107124329
18/02/2022	19:02:51	594	467.027	32.5127133369446
18/02/2022	19:02:51	864	467.297	32.5306646982829
18/02/2022	19:02:52	135	467.568	32.5210304578145
18/02/2022	19:02:52	405	467.838	32.5795578638713
18/02/2022	19:02:52	675	468.108	32.548379389445
18/02/2022	19:02:52	945	468.378	32.53900791804
18/02/2022	19:02:53	486	468.919	32.4832651456197
18/02/2022	19:02:53	756	469.189	32.512104066213
18/02/2022	19:02:54	026	469.459	32.4858407656352
18/02/2022	19:02:54	297	469.73	32.5316675504049
18/02/2022	19:02:54	567	470	32.5423943201701
18/02/2022	19:02:54	837	470.27	32.5658159573873
18/02/2022	19:02:55	108	470.541	32.4996198336283
18/02/2022	19:02:55	378	470.811	32.5277190844218
18/02/2022	19:02:55	918	471.351	32.5840817451477
18/02/2022	19:02:56	189	471.622	32.5644332885742
18/02/2022	19:02:56	459	471.892	32.5544635772705
18/02/2022	19:02:56	729	472.162	32.5169400215149
18/02/2022	19:02:56	999	472.432	32.5737882932027
18/02/2022	19:02:57	270	472.703	32.5993401527405
18/02/2022	19:02:57	540	472.973	32.5313423792521
18/02/2022	19:02:57	810	473.243	32.6077328046163
18/02/2022	19:02:58	351	473.784	32.6134632428487
18/02/2022	19:02:58	621	474.054	32.5990282694499
18/02/2022	19:02:58	891	474.324	32.5836488723755
18/02/2022	19:02:59	162	474.595	32.5855622291565
18/02/2022	19:02:59	432	474.865	32.5717893918355
18/02/2022	19:02:59	702	475.135	32.5363190015157
18/02/2022	19:02:59	972	475.405	32.5569500923157
18/02/2022	19:03:00	513	475.946	32.5755146344503
18/02/2022	19:03:00	783	476.216	32.6046667098999
18/02/2022	19:03:01	053	476.486	32.5467014630636
18/02/2022	19:03:01	324	476.757	32.5663926124573
18/02/2022	19:03:01	594	477.027	32.5112608591716
18/02/2022	19:03:01	864	477.297	32.5689282417297
18/02/2022	19:03:02	135	477.568	32.5979066212972
18/02/2022	19:03:02	675	478.108	32.5382380803426
18/02/2022	19:03:02	945	478.378	32.5568520228068
18/02/2022	19:03:03	216	478.649	32.5262630462646
18/02/2022	19:03:03	486	478.919	32.5435006459554
18/02/2022	19:03:03	756	479.189	32.5002210299174
18/02/2022	19:03:04	297	479.73	32.5214520454407
18/02/2022	19:03:04	567	480	32.5855527877808
18/02/2022	19:03:04	837	480.27	32.6346625010173
18/02/2022	19:03:05	108	480.541	32.6199175834656
18/02/2022	19:03:05	378	480.811	32.6396542549133
18/02/2022	19:03:05	918	481.351	32.5891632715861
18/02/2022	19:03:06	189	481.622	32.5892684300741
18/02/2022	19:03:06	459	481.892	32.5748867352804
18/02/2022	19:03:06	729	482.162	32.5374684333801
18/02/2022	19:03:06	999	482.432	32.5487444241842
18/02/2022	19:03:07	270	482.703	32.5799618721008
18/02/2022	19:03:07	540	482.973	32.564422639211
18/02/2022	19:03:08	080	483.513	32.5922088305155
18/02/2022	19:03:08	351	483.784	32.5686572392782
18/02/2022	19:03:08	621	484.054	32.5636320432027
18/02/2022	19:03:08	891	484.324	32.4237640380859
18/02/2022	19:03:09	162	484.595	32.430676205953
18/02/2022	19:03:09	702	485.135	32.5153336842855
18/02/2022	19:03:09	972	485.405	32.4200389226278
18/02/2022	19:03:10	243	485.676	32.4559621810913
18/02/2022	19:03:10	513	485.946	32.4672622680664
18/02/2022	19:03:11	053	486.486	32.5127689043681
18/02/2022	19:03:11	324	486.757	32.5007284800212
18/02/2022	19:03:11	594	487.027	32.4232692082723
18/02/2022	19:03:11	864	487.297	32.446008014679
18/02/2022	19:03:12	135	487.568	32.4132900555929
18/02/2022	19:03:12	675	488.108	32.4156974156698
18/02/2022	19:03:12	945	488.378	32.4257081985474
18/02/2022	19:03:13	216	488.649	32.4506601969401
18/02/2022	19:03:13	486	488.919	32.4042248725891
18/02/2022	19:03:13	756	489.189	32.43752562205
18/02/2022	19:03:14	026	489.459	32.39380458196
18/02/2022	19:03:14	297	489.73	32.3931845982869
18/02/2022	19:03:14	837	490.27	32.426770846049
18/02/2022	19:03:15	108	490.541	32.3924530029297
18/02/2022	19:03:15	378	490.811	32.3563683191935
18/02/2022	19:03:15	648	491.081	32.3746237119039
18/02/2022	19:03:15	918	491.351	32.3694435119629
18/02/2022	19:03:16	189	491.622	32.3582320849101
18/02/2022	19:03:16	459	491.892	32.3885885556539
18/02/2022	19:03:16	999	492.432	32.357196299235
18/02/2022	19:03:17	270	492.703	32.3775493621826
18/02/2022	19:03:17	540	492.973	32.3854557355245
18/02/2022	19:03:17	810	493.243	32.3453336079915
18/02/2022	19:03:18	351	493.784	32.4111121177673
18/02/2022	19:03:18	621	494.054	32.4350220680237
18/02/2022	19:03:18	891	494.324	32.4011978467305
18/02/2022	19:03:19	162	494.595	32.4013554255168
18/02/2022	19:03:19	432	494.865	32.3888309160868
18/02/2022	19:03:19	702	495.135	32.4236387252808
18/02/2022	19:03:19	972	495.405	32.3601536432902
18/02/2022	19:03:20	243	495.676	32.3726358413696
18/02/2022	19:03:20	783	496.216	32.4026662826538
18/02/2022	19:03:21	053	496.486	32.3529841105143
18/02/2022	19:03:21	324	496.757	32.3849060694377
18/02/2022	19:03:21	594	497.027	32.418671576182
18/02/2022	19:03:21	864	497.297	32.3584886868795
18/02/2022	19:03:22	135	497.568	32.3806398073832
18/02/2022	19:03:22	675	498.108	32.5242234547933
18/02/2022	19:03:22	945	498.378	32.4514899253845
18/02/2022	19:03:23	216	498.649	32.5174440383911
18/02/2022	19:03:23	486	498.919	32.5046510060628
18/02/2022	19:03:23	756	499.189	32.5406417528788
18/02/2022	19:03:24	297	499.73	32.5216326395671
18/02/2022	19:03:24	567	500	32.5152070045471
18/02/2022	19:03:24	837	500.27	32.5032948176066
18/02/2022	19:03:25	108	500.541	32.5244672775269
18/02/2022	19:03:25	378	500.811	32.4282775243123
18/02/2022	19:03:25	648	501.081	32.4179037094116
18/02/2022	19:03:25	918	501.351	32.4923567771912
18/02/2022	19:03:26	189	501.622	32.5086047172546
18/02/2022	19:03:26	729	502.162	32.5137142181396
18/02/2022	19:03:26	999	502.432	32.4987520217895
18/02/2022	19:03:27	270	502.703	32.5043140411377
18/02/2022	19:03:27	540	502.973	32.5387602806091
18/02/2022	19:03:27	810	503.243	32.5532921155294
18/02/2022	19:03:28	080	503.513	32.5120642344157
18/02/2022	19:03:28	351	503.784	32.5925276438395
18/02/2022	19:03:28	891	504.324	32.5858376820882
18/02/2022	19:03:29	162	504.595	32.5411051750183
18/02/2022	19:03:29	432	504.865	32.5343320210775
18/02/2022	19:03:29	702	505.135	32.4863890647888
18/02/2022	19:03:29	972	505.405	32.4903096199036
18/02/2022	19:03:30	243	505.676	32.5034250895182
18/02/2022	19:03:30	513	505.946	32.507443968455
18/02/2022	19:03:30	783	506.216	32.4588582992554
18/02/2022	19:03:31	053	506.486	32.5225544929504
18/02/2022	19:03:31	594	507.027	32.5530084927877
18/02/2022	19:03:31	864	507.297	32.5920459747314
18/02/2022	19:03:32	135	507.568	32.5759460131327
18/02/2022	19:03:32	405	507.838	32.5675367355347
18/02/2022	19:03:32	675	508.108	32.5979635238647
18/02/2022	19:03:32	945	508.378	32.6123140970866
18/02/2022	19:03:33	486	508.919	32.6061804453532
18/02/2022	19:03:33	756	509.189	32.5863206545512
18/02/2022	19:03:34	026	509.459	32.5656245231628
18/02/2022	19:03:34	297	509.73	32.5835120201111
18/02/2022	19:03:34	567	510	32.6192251841227
18/02/2022	19:03:34	837	510.27	32.6062656720479
18/02/2022	19:03:35	108	510.541	32.6061365763346
18/02/2022	19:03:35	648	511.081	32.6131379127502
18/02/2022	19:03:35	918	511.351	32.6165928204854
18/02/2022	19:03:36	189	511.622	32.6031572977702
18/02/2022	19:03:36	459	511.892	32.5366974194845
18/02/2022	19:03:36	729	512.162	32.5623931884766
18/02/2022	19:03:36	999	512.432	32.538619963328
18/02/2022	19:03:37	540	512.973	32.5465406417847
18/02/2022	19:03:37	810	513.243	32.4959405581156
18/02/2022	19:03:38	080	513.513	32.5126595497131
18/02/2022	19:03:38	351	513.784	32.5431308428446
18/02/2022	19:03:38	621	514.054	32.4872754732768
18/02/2022	19:03:38	891	514.324	32.4941845575968
18/02/2022	19:03:39	432	514.865	32.5356473922729
18/02/2022	19:03:39	702	515.135	32.5849275271098
18/02/2022	19:03:39	972	515.405	32.5936124483744
18/02/2022	19:03:40	243	515.676	32.5782757123311
18/02/2022	19:03:40	513	515.946	32.5357535680135
18/02/2022	19:03:41	053	516.486	32.5782283465068
18/02/2022	19:03:41	324	516.757	32.5767104148865
18/02/2022	19:03:41	594	517.027	32.6072140057882
18/02/2022	19:03:41	864	517.297	32.6297630945841
18/02/2022	19:03:42	135	517.568	32.641946442922
18/02/2022	19:03:42	405	517.838	32.6140715916952
18/02/2022	19:03:42	675	518.108	32.589022731781
18/02/2022	19:03:43	216	518.649	32.5967094739278
18/02/2022	19:03:43	486	518.919	32.6196858088175
18/02/2022	19:03:43	756	519.189	32.6397618293762
18/02/2022	19:03:44	297	519.73	32.6122215906779
18/02/2022	19:03:44	567	520	32.5893240610759
18/02/2022	19:03:44	837	520.27	32.626940981547
18/02/2022	19:03:45	108	520.541	32.5666136741638
18/02/2022	19:03:45	378	520.811	32.608388487498
18/02/2022	19:03:45	648	521.081	32.6076390266418
18/02/2022	19:03:45	918	521.351	32.6108525911967
18/02/2022	19:03:46	459	521.892	32.6012223243713
18/02/2022	19:03:46	729	522.162	32.6309974352519
18/02/2022	19:03:46	999	522.432	32.6322020530701
18/02/2022	19:03:47	270	522.703	32.6672381083171
18/02/2022	19:03:47	540	522.973	32.6097923914591
18/02/2022	19:03:47	810	523.243	32.5689651171366
18/02/2022	19:03:48	080	523.513	32.5324764251709
18/02/2022	19:03:48	621	524.054	32.569215742747
18/02/2022	19:03:48	891	524.324	32.6633714358012
18/02/2022	19:03:49	162	524.595	32.6137522379557
18/02/2022	19:03:49	432	524.865	32.6094044049581
18/02/2022	19:03:49	702	525.135	32.6555647214254
18/02/2022	19:03:49	972	525.405	32.7240046183268
18/02/2022	19:03:50	243	525.676	32.7110181172689
18/02/2022	19:03:50	783	526.216	32.7172309875488
18/02/2022	19:03:51	053	526.486	32.7068684577942
18/02/2022	19:03:51	324	526.757	32.6921076138814
18/02/2022	19:03:51	594	527.027	32.6914813041687
18/02/2022	19:03:51	864	527.297	32.6434067090352
18/02/2022	19:03:52	405	527.838	32.6546527862549
18/02/2022	19:03:52	675	528.108	32.6896545092265
18/02/2022	19:03:52	945	528.378	32.7108061154683
18/02/2022	19:03:53	216	528.649	32.720928700765
18/02/2022	19:03:53	486	528.919	32.758136622111
18/02/2022	19:03:53	756	529.189	32.7417521158854
18/02/2022	19:03:54	026	529.459	32.715944258372
18/02/2022	19:03:54	297	529.73	32.7446626663208
18/02/2022	19:03:54	837	530.27	32.7088408788045
18/02/2022	19:03:55	108	530.541	32.6947308540344
18/02/2022	19:03:55	378	530.811	32.6623918533325
18/02/2022	19:03:55	648	531.081	32.6764708836873
18/02/2022	19:03:55	918	531.351	32.7171982447306
18/02/2022	19:03:56	189	531.622	32.7254270553589
18/02/2022	19:03:56	459	531.892	32.7027382850647
18/02/2022	19:03:56	999	532.432	32.6515289624532
18/02/2022	19:03:57	270	532.703	32.672746181488
18/02/2022	19:03:57	540	532.973	32.6023002942403
18/02/2022	19:03:57	810	533.243	32.643043200175
18/02/2022	19:03:58	080	533.513	32.6817356109619
18/02/2022	19:03:58	351	533.784	32.6501405398051
18/02/2022	19:03:58	621	534.054	32.686594136556
18/02/2022	19:03:58	891	534.324	32.6887386957804
18/02/2022	19:03:59	432	534.865	32.6779486338298
18/02/2022	19:03:59	702	535.135	32.6557251612345
18/02/2022	19:03:59	972	535.405	32.6725694020589
18/02/2022	19:04:00	243	535.676	32.6639246622721
18/02/2022	19:04:00	513	535.946	32.6434028307597
18/02/2022	19:04:00	783	536.216	32.6383088429769
18/02/2022	19:04:01	053	536.486	32.6998971621195
18/02/2022	19:04:01	594	537.027	32.7130741119385
18/02/2022	19:04:01	864	537.297	32.6742942810059
18/02/2022	19:04:02	135	537.568	32.6635556221008
18/02/2022	19:04:02	405	537.838	32.6759975751241
18/02/2022	19:04:02	675	538.108	32.655752213796
18/02/2022	19:04:02	945	538.378	32.6625607808431
18/02/2022	19:04:03	486	538.919	32.6879240989685
18/02/2022	19:04:03	756	539.189	32.6786586761475
18/02/2022	19:04:04	026	539.459	32.705814965566
18/02/2022	19:04:04	297	539.73	32.6483958880107
18/02/2022	19:04:04	567	540	32.6625385284424
18/02/2022	19:04:05	108	540.541	32.7145517667135
18/02/2022	19:04:05	378	540.811	32.6539269447327
18/02/2022	19:04:05	648	541.081	32.6176654497782
18/02/2022	19:04:05	918	541.351	32.7187266667684
18/02/2022	19:04:06	189	541.622	32.647910118103
18/02/2022	19:04:06	729	542.162	32.6138666152954
18/02/2022	19:04:06	999	542.432	32.6410252571106
18/02/2022	19:04:07	270	542.703	32.6171080589294
18/02/2022	19:04:07	540	542.973	32.6338484128316
18/02/2022	19:04:07	810	543.243	32.6646323521932
18/02/2022	19:04:08	080	543.513	32.5999704043071
18/02/2022	19:04:08	621	544.054	32.5249235788981
18/02/2022	19:04:08	891	544.324	32.5431399663289
18/02/2022	19:04:09	162	544.595	32.5470668474833
18/02/2022	19:04:09	432	544.865	32.5402815183004
18/02/2022	19:04:09	702	545.135	32.6020677248637
18/02/2022	19:04:09	972	545.405	32.5943168958028
18/02/2022	19:04:10	243	545.676	32.6040243784587
18/02/2022	19:04:10	783	546.216	32.6160264015198
18/02/2022	19:04:11	053	546.486	32.5887542088826
18/02/2022	19:04:11	324	546.757	32.5778770764669
18/02/2022	19:04:11	594	547.027	32.5684403101603
18/02/2022	19:04:12	135	547.568	32.5727101961772
18/02/2022	19:04:12	405	547.838	32.5591519355774
18/02/2022	19:04:12	675	548.108	32.5506547927856
18/02/2022	19:04:12	945	548.378	32.6177627563477
18/02/2022	19:04:13	216	548.649	32.6325421333313
18/02/2022	19:04:13	486	548.919	32.6832748095195
18/02/2022	19:04:13	756	549.189	32.6819657007853
18/02/2022	19:04:14	297	549.73	32.6820871671041
18/02/2022	19:04:14	567	550	32.6352555910746
18/02/2022	19:04:14	837	550.27	32.6468748092651
18/02/2022	19:04:15	108	550.541	32.5606458346049
18/02/2022	19:04:15	378	550.811	32.529847462972
18/02/2022	19:04:15	648	551.081	32.5756975491842
18/02/2022	19:04:15	918	551.351	32.5043892542521
18/02/2022	19:04:16	189	551.622	32.536809126536
18/02/2022	19:04:16	459	551.892	32.5296559969584
18/02/2022	19:04:16	999	552.432	32.5521949450175
18/02/2022	19:04:17	270	552.703	32.5601815223694
18/02/2022	19:04:17	540	552.973	32.5430077870687
18/02/2022	19:04:17	810	553.243	32.5387570699056
18/02/2022	19:04:18	080	553.513	32.5190486272176
18/02/2022	19:04:18	351	553.784	32.5215776443481
18/02/2022	19:04:18	621	554.054	32.5502581914266
18/02/2022	19:04:18	891	554.324	32.5371277491252
18/02/2022	19:04:19	432	554.865	32.5245856920878
18/02/2022	19:04:19	702	555.135	32.5091499964396
18/02/2022	19:04:19	972	555.405	32.5163003603617
18/02/2022	19:04:20	243	555.676	32.5008091290792
18/02/2022	19:04:20	513	555.946	32.6281584739685
18/02/2022	19:04:21	053	556.486	32.5555426915487
18/02/2022	19:04:21	324	556.757	32.5987113634745
18/02/2022	19:04:21	594	557.027	32.5380491574605
18/02/2022	19:04:21	864	557.297	32.525819905599
18/02/2022	19:04:22	135	557.568	32.5413570404053
18/02/2022	19:04:22	405	557.838	32.5338610967
18/02/2022	19:04:22	675	558.108	32.4823022206624
18/02/2022	19:04:22	945	558.378	32.4977937062581
18/02/2022	19:04:23	486	558.919	32.5927460670471
18/02/2022	19:04:23	756	559.189	32.5343213399251
18/02/2022	19:04:24	026	559.459	32.4840468406677
18/02/2022	19:04:24	297	559.73	32.5391591707865
18/02/2022	19:04:24	567	560	32.5686290105184
18/02/2022	19:04:24	837	560.27	32.5161630312602
18/02/2022	19:04:25	108	560.541	32.5241900761922
18/02/2022	19:04:25	648	561.081	32.5574643452962
18/02/2022	19:04:25	918	561.351	32.6260008811951
18/02/2022	19:04:26	189	561.622	32.575035794576
18/02/2022	19:04:26	459	561.892	32.585498714447
18/02/2022	19:04:26	729	562.162	32.6179218292236
18/02/2022	19:04:26	999	562.432	32.6645449002584
18/02/2022	19:04:27	540	562.973	32.6455954869588
18/02/2022	19:04:27	810	563.243	32.605692132314
18/02/2022	19:04:28	080	563.513	32.6587941805522
18/02/2022	19:04:28	351	563.784	32.6767714818319
18/02/2022	19:04:28	621	564.054	32.7101274808248
18/02/2022	19:04:28	891	564.324	32.7218900680542
18/02/2022	19:04:29	162	564.595	32.7292258580526
18/02/2022	19:04:29	702	565.135	32.6765110015869
18/02/2022	19:04:29	972	565.405	32.6644070625305
18/02/2022	19:04:30	243	565.676	32.7098957379659
18/02/2022	19:04:30	513	565.946	32.7441321055094
18/02/2022	19:04:30	783	566.216	32.7065610249837
18/02/2022	19:04:31	324	566.757	32.7219102223714
18/02/2022	19:04:31	594	567.027	32.6432902336121
18/02/2022	19:04:31	864	567.297	32.6821606636047
18/02/2022	19:04:32	135	567.568	32.6949915885925
18/02/2022	19:04:32	405	567.838	32.6661049524943
18/02/2022	19:04:32	675	568.108	32.7126890182495
18/02/2022	19:04:33	216	568.649	32.7047232309977
18/02/2022	19:04:33	486	568.919	32.7394140879313
18/02/2022	19:04:33	756	569.189	32.7337613105774
18/02/2022	19:04:34	026	569.459	32.7800127029419
18/02/2022	19:04:34	297	569.73	32.7526799837748
18/02/2022	19:04:34	567	570	32.7547139485677
18/02/2022	19:04:34	837	570.27	32.7344627698263
18/02/2022	19:04:35	378	570.811	32.7297201792399
18/02/2022	19:04:35	648	571.081	32.713543287913
18/02/2022	19:04:35	918	571.351	32.7281352678935
18/02/2022	19:04:36	189	571.622	32.6760917663574
18/02/2022	19:04:36	459	571.892	32.6215061187744
18/02/2022	19:04:36	999	572.432	32.5954280217489
18/02/2022	19:04:37	270	572.703	32.6196837425232
18/02/2022	19:04:37	540	572.973	32.5924652735392
18/02/2022	19:04:37	810	573.243	32.609149201711
18/02/2022	19:04:38	080	573.513	32.6228395462036
18/02/2022	19:04:38	621	574.054	32.5905508677165
18/02/2022	19:04:38	891	574.324	32.6844730377197
18/02/2022	19:04:39	162	574.595	32.6003156979879
18/02/2022	19:04:39	432	574.865	32.6285337766012
18/02/2022	19:04:39	702	575.135	32.6023547490438
18/02/2022	19:04:39	972	575.405	32.5607601483663
18/02/2022	19:04:40	243	575.676	32.5840806007385
18/02/2022	19:04:40	783	576.216	32.5924958864848
18/02/2022	19:04:41	053	576.486	32.6054727872213
18/02/2022	19:04:41	324	576.757	32.6588764826457
18/02/2022	19:04:41	594	577.027	32.611908976237
18/02/2022	19:04:41	864	577.297	32.6162481307983
18/02/2022	19:04:42	135	577.568	32.6227584203084
18/02/2022	19:04:42	405	577.838	32.5777199745178
18/02/2022	19:04:42	945	578.378	32.5303181966146
18/02/2022	19:04:43	216	578.649	32.6430722554525
18/02/2022	19:04:43	486	578.919	32.5769683202108
18/02/2022	19:04:43	756	579.189	32.6316611925761
18/02/2022	19:04:44	026	579.459	32.6001933733622
18/02/2022	19:04:44	297	579.73	32.6673657735189
18/02/2022	19:04:44	567	580	32.6679474830627
18/02/2022	19:04:44	837	580.27	32.615746084849
18/02/2022	19:04:45	378	580.811	32.6197161356608
18/02/2022	19:04:45	648	581.081	32.6841893196106
18/02/2022	19:04:45	918	581.351	32.6867463429769
18/02/2022	19:04:46	189	581.622	32.6650814056396
18/02/2022	19:04:46	459	581.892	32.7016663233439
18/02/2022	19:04:46	999	582.432	32.7265284856161
18/02/2022	19:04:47	270	582.703	32.7686992327372
18/02/2022	19:04:47	540	582.973	32.7396991093953
18/02/2022	19:04:47	810	583.243	32.7327401479085
18/02/2022	19:04:48	080	583.513	32.7140100161235
18/02/2022	19:04:48	351	583.784	32.6935441017151
18/02/2022	19:04:48	621	584.054	32.6923439025879
18/02/2022	19:04:49	162	584.595	32.7054639498393
18/02/2022	19:04:49	432	584.865	32.6143836657206
18/02/2022	19:04:49	702	585.135	32.6730963389079
18/02/2022	19:04:49	972	585.405	32.6845746358236
18/02/2022	19:04:50	243	585.676	32.6801845868429
18/02/2022	19:04:50	513	585.946	32.58547706604
18/02/2022	19:04:50	783	586.216	32.5812264124552
18/02/2022	19:04:51	324	586.757	32.5281369845072
18/02/2022	19:04:51	594	587.027	32.5229648590088
18/02/2022	19:04:51	864	587.297	32.5546401341756
18/02/2022	19:04:52	405	587.838	32.4972768465678
18/02/2022	19:04:52	675	588.108	32.5820583661397
18/02/2022	19:04:52	945	588.378	32.5859530448914
18/02/2022	19:04:53	216	588.649	32.6016069412231
18/02/2022	19:04:53	486	588.919	32.5690833091736
18/02/2022	19:04:53	756	589.189	32.571656703949
18/02/2022	19:04:54	297	589.73	32.5891054789225
18/02/2022	19:04:54	567	590	32.5903327624003
18/02/2022	19:04:54	837	590.27	32.5892660140991
18/02/2022	19:04:55	108	590.541	32.6513907432556
18/02/2022	19:04:55	378	590.811	32.6802410443624
18/02/2022	19:04:55	648	591.081	32.6523231188456
18/02/2022	19:04:55	918	591.351	32.7128442446391
18/02/2022	19:04:56	459	591.892	32.7560866355896
18/02/2022	19:04:56	729	592.162	32.7225149790446
18/02/2022	19:04:56	999	592.432	32.7459553718567
18/02/2022	19:04:57	270	592.703	32.7430047353109
18/02/2022	19:04:57	540	592.973	32.7004503885905
18/02/2022	19:04:57	810	593.243	32.6531905492147
18/02/2022	19:04:58	080	593.513	32.6593770662944
18/02/2022	19:04:58	351	593.784	32.7084960301717
18/02/2022	19:04:58	891	594.324	32.7493290583293
18/02/2022	19:04:59	162	594.595	32.735555712382
18/02/2022	19:04:59	432	594.865	32.7076473871867
18/02/2022	19:04:59	702	595.135	32.6848535219828
18/02/2022	19:04:59	972	595.405	32.6894850413005
18/02/2022	19:05:00	243	595.676	32.6663229942322
18/02/2022	19:05:00	783	596.216	32.7058309872945
18/02/2022	19:05:01	053	596.486	32.6568934758504
18/02/2022	19:05:01	324	596.757	32.6864542325338
18/02/2022	19:05:01	594	597.027	32.6959748268127
18/02/2022	19:05:02	135	597.568	32.6439321200053
18/02/2022	19:05:02	405	597.838	32.6357521692912
18/02/2022	19:05:02	675	598.108	32.6906784375509
18/02/2022	19:05:02	945	598.378	32.7084549585978
18/02/2022	19:05:03	216	598.649	32.7057339668274
18/02/2022	19:05:03	756	599.189	32.7081838289897
18/02/2022	19:05:04	026	599.459	32.7364477157593
18/02/2022	19:05:04	297	599.73	32.7044987042745
18/02/2022	19:05:04	567	600	32.7281588872274
18/02/2022	19:05:04	837	600.27	32.6907318115234
18/02/2022	19:05:05	108	600.541	32.6960995356242
18/02/2022	19:05:05	378	600.811	32.6808761914571
18/02/2022	19:05:05	648	601.081	32.7096364339193
18/02/2022	19:05:06	189	601.622	32.7056373596191
18/02/2022	19:05:06	459	601.892	32.6946465492249
18/02/2022	19:05:06	729	602.162	32.679927444458
18/02/2022	19:05:06	999	602.432	32.7379686355591
18/02/2022	19:05:07	540	602.973	32.7330802281698
18/02/2022	19:05:07	810	603.243	32.7854702313741
18/02/2022	19:05:08	080	603.513	32.7027798652649
18/02/2022	19:05:08	351	603.784	32.6682499249776
18/02/2022	19:05:08	621	604.054	32.6675902366638
18/02/2022	19:05:08	891	604.324	32.7234061876933
18/02/2022	19:05:09	162	604.595	32.7492142041524
18/02/2022	19:05:09	432	604.865	32.7490228017171
18/02/2022	19:05:09	972	605.405	32.7914882659912
18/02/2022	19:05:10	243	605.676	32.7461002667745
18/02/2022	19:05:10	513	605.946	32.711562315623
18/02/2022	19:05:10	783	606.216	32.6874910036723
18/02/2022	19:05:11	053	606.486	32.7118617693583
18/02/2022	19:05:11	594	607.027	32.7388842900594
18/02/2022	19:05:11	864	607.297	32.7386550267537
18/02/2022	19:05:12	135	607.568	32.7310363769531
18/02/2022	19:05:12	405	607.838	32.7580331484477
18/02/2022	19:05:12	675	608.108	32.7576272010803
18/02/2022	19:05:12	945	608.378	32.7188791910807
18/02/2022	19:05:13	216	608.649	32.7127548217773
18/02/2022	19:05:13	756	609.189	32.7101557413737
18/02/2022	19:05:14	026	609.459	32.6783713022868
18/02/2022	19:05:14	297	609.73	32.7186184565226
18/02/2022	19:05:14	567	610	32.7717234611511
18/02/2022	19:05:14	837	610.27	32.7653043746948
18/02/2022	19:05:15	108	610.541	32.7826498031616
18/02/2022	19:05:15	378	610.811	32.7235309282939
18/02/2022	19:05:15	918	611.351	32.7296574910482
18/02/2022	19:05:16	189	611.622	32.7270960172017
18/02/2022	19:05:16	459	611.892	32.7668958346049
18/02/2022	19:05:16	729	612.162	32.7615513165792
18/02/2022	19:05:16	999	612.432	32.7221931139628
18/02/2022	19:05:17	540	612.973	32.7017781893412
18/02/2022	19:05:17	810	613.243	32.7016635894775
18/02/2022	19:05:18	080	613.513	32.6692422231038
18/02/2022	19:05:18	351	613.784	32.6961885134379
18/02/2022	19:05:18	621	614.054	32.6789059956868
18/02/2022	19:05:18	891	614.324	32.6972031593323
18/02/2022	19:05:19	432	614.865	32.7237311999003
18/02/2022	19:05:19	702	615.135	32.6889903704325
18/02/2022	19:05:19	972	615.405	32.682852490743
18/02/2022	19:05:20	243	615.676	32.7500425338745
18/02/2022	19:05:20	513	615.946	32.7446638425191
18/02/2022	19:05:20	783	616.216	32.8321779886882
18/02/2022	19:05:21	053	616.486	32.8380407015483
18/02/2022	19:05:21	324	616.757	32.8569198290507
18/02/2022	19:05:21	594	617.027	32.8300776163737
18/02/2022	19:05:22	135	617.568	32.837565835317
18/02/2022	19:05:22	405	617.838	32.8320959091187
18/02/2022	19:05:22	675	618.108	32.7956433296204
18/02/2022	19:05:22	945	618.378	32.8711082776388
18/02/2022	19:05:23	216	618.649	32.822910118103
18/02/2022	19:05:23	486	618.919	32.766095606486
18/02/2022	19:05:24	026	619.459	32.7546754201253
18/02/2022	19:05:24	297	619.73	32.677158164978
18/02/2022	19:05:24	567	620	32.7083704630534
18/02/2022	19:05:24	837	620.27	32.6581957181295
18/02/2022	19:05:25	108	620.541	32.6993948936462
