130	110	620	4.8216	3.6259e-07
130	115	620	4.7709	3.7661e-07
130	120	610	4.7186	3.8976e-07
130	125	610	4.6601	4.0162e-07
130	15	1330	391.56	1.736e-06
130	20	1130	295.75	2.0667e-06
130	25	1010	206.42	2.0405e-06
130	30	930	134.81	1.7603e-06
130	35	870	86.473	1.4226e-06
130	40	820	57.179	1.1449e-06
130	45	790	38.939	9.2434e-07
130	50	760	26.727	7.3671e-07
130	55	740	19.002	5.9808e-07
130	60	720	13.812	4.8963e-07
130	65	700	10.489	4.1395e-07
130	70	690	8.2092	3.5715e-07
130	75	680	6.6375	3.1566e-07
130	80	670	5.7075	2.9453e-07
130	85	660	5.3074	2.9528e-07
130	90	650	5.1815	3.0902e-07
130	95	640	5.0592	3.218e-07
135	100	650	4.7272	3.2946e-07
135	105	640	4.6349	3.4185e-07
135	10	1740	462.73	1.0845e-06
135	110	640	4.5678	3.5519e-07
135	115	630	4.5324	3.703e-07
135	120	630	4.5001	3.8507e-07
135	125	620	4.4575	3.9834e-07
135	130	620	4.4201	4.1142e-07
135	15	1370	399.52	1.7985e-06
135	20	1160	295.13	2.0962e-06
135	25	1040	207.05	2.0823e-06
135	30	950	136.87	1.8201e-06
135	35	890	86.922	1.4578e-06
135	40	840	56.948	1.1637e-06
135	45	810	38.84	9.4185e-07
135	50	780	26.682	7.5202e-07
135	55	760	18.809	6.0594e-07
135	60	740	13.619	4.9461e-07
135	65	720	10.104	4.0889e-07
135	70	710	7.8004	3.4832e-07
135	75	690	6.2083	3.0333e-07
135	80	680	5.2028	2.7609e-07
135	85	670	5.0674	2.9017e-07
135	90	660	4.9425	3.0367e-07
135	95	660	4.8295	3.1675e-07
140	100	660	4.5228	3.2475e-07
140	105	660	4.4345	3.3724e-07
140	10	1790	461.02	1.0954e-06
140	110	650	4.3555	3.4952e-07
140	115	650	4.3157	3.6419e-07
140	120	640	4.294	3.7986e-07
140	125	640	4.2743	3.9523e-07
140	130	630	4.2456	4.0926e-07
140	135	630	4.2211	4.2313e-07
140	15	1400	407.82	1.8629e-06
