0.000000000000000000e+00	3.944449609674652460e-20	4.773240227117539443e-17	9.268589431713380648e-17	1.190673232249496321e-16	1.386906876333554726e-16	1.622729695609111748e-16	1.884102537868776868e-16	2.171790238334452028e-16	2.452218811612441507e-16	2.736484636385936609e-16	3.040067323773554305e-16	3.307749139872866994e-16	3.558815602158166568e-16	3.827302698971015354e-16	4.102626895442794366e-16	4.357657488969031127e-16	4.652754184109449952e-16	4.942873899069687143e-16	5.208907681724593802e-16	5.493676557135023237e-16	5.756983893907877306e-16	6.003137380238313537e-16	6.283827042951642917e-16	6.567700476675697468e-16	6.858755158919204878e-16	7.130238228784891512e-16	7.402866978599498829e-16	7.663063038773993567e-16	7.930585411982322643e-16	8.205579972750850387e-16	8.491726154687658746e-16	8.776717977463570134e-16	9.042258264767942214e-16	9.300782624740622888e-16	9.573917304187211037e-16	9.854253894496550967e-16	1.013478895692904510e-15	1.041460312270835423e-15	1.068861892986733127e-15	1.095249334009289626e-15	1.120760646188891457e-15	1.149428999415438692e-15	1.177763413816488361e-15	1.205477041110975648e-15	1.232929623354801954e-15	1.259654410332344794e-15	1.286598098831499970e-15	1.312943689058024465e-15	1.340797655210529860e-15
0.000000000000000000e+00	7.630189769647734328e-03	1.514075735485958044e-02	2.253374956950960836e-02	2.981117710882550190e-02	3.697501520015323423e-02	4.402720424179652065e-02	5.096965043015355690e-02	5.780422637536609259e-02	6.453277170569868271e-02	7.115709366085233578e-02	7.767896767442217243e-02	8.410013794569969059e-02	9.042231800101456496e-02	9.664719124481589707e-02	1.027764115006768036e-01	1.088116035424145089e-01	1.147543636155069630e-01	1.206062599489855780e-01	1.263688332579817331e-01	1.320435972370984090e-01	1.376320390447819675e-01	1.431356197788525020e-01	1.485557749433642216e-01	1.538939149069534218e-01	1.591514253528294454e-01	1.643296677205665912e-01	1.694299796398495150e-01	1.744536753563142861e-01	1.794020461496393937e-01	1.842763607440273399e-01	1.890778657112142658e-01	1.938077858661443331e-01	1.984673246554604364e-01	2.030576645389162438e-01	2.075799673638667464e-01	2.120353747329501437e-01	2.164250083650874623e-01	2.207499704499331361e-01	2.250113439958826012e-01	2.292101931717689389e-01	2.333475636423615607e-01	2.374244828977669086e-01	2.414419605768756139e-01	2.454009887849240568e-01	2.493025424053197936e-01	2.531475794058031248e-01	2.569370411390716757e-01	2.606718526379588341e-01	2.643529229052657414e-01
0.000000000000000000e+00	1.514075735485955962e-02	2.981117710882542557e-02	4.402720424179643738e-02	5.780422637536596769e-02	7.115709366085222476e-02	8.410013794569951018e-02	9.664719124481577217e-02	1.088116035424143008e-01	1.206062599489853560e-01	1.320435972370981592e-01	1.431356197788522522e-01	1.538939149069531165e-01	1.643296677205662859e-01	1.744536753563140918e-01	1.842763607440268681e-01	1.938077858661440556e-01	2.030576645389160495e-01	2.120353747329498106e-01	2.207499704499327198e-01	2.292101931717685781e-01	2.374244828977665200e-01	2.454009887849236127e-01	2.531475794058026807e-01	2.606718526379584455e-01	2.679811451983559745e-01	2.750825418357258911e-01	2.819828841933178509e-01	2.886887793540632852e-01	2.952066080797080549e-01	3.015425327550443346e-01	3.077025050479791357e-01	3.136922732957487803e-01	3.195173896272485714e-01	3.251832168310505589e-01	3.306949349783237513e-01	3.360575478095759738e-01	3.412758888937555413e-01	3.463546275679681430e-01	3.512982746657516420e-01	3.561111880415648856e-01	3.607975778988615767e-01	3.653615119288433077e-01	3.698069202667338962e-01	3.741376002721782945e-01	3.783572211400983987e-01	3.824693283481161443e-01	3.864773479464683192e-01	3.903845906960403123e-01	3.941942560600408263e-01
0.000000000000000000e+00	2.253374956950957020e-02	4.402720424179642350e-02	6.453277170569850230e-02	8.410013794569948242e-02	1.027764115006764289e-01	1.206062599489852727e-01	1.376320390447816622e-01	1.538939149069530610e-01	1.694299796398490432e-01	1.842763607440268125e-01	1.984673246554599924e-01	2.120353747329496719e-01	2.250113439958821016e-01	2.374244828977662980e-01	2.493025424053193495e-01	2.606718526379582235e-01	2.715573973085922410e-01	2.819828841933176844e-01	2.919708118451422862e-01	3.015425327550442791e-01	3.107183131525240172e-01	3.195173896272483494e-01	3.279580227434892303e-01	3.360575478095755853e-01	3.438324229558013534e-01	3.512982746657513644e-01	3.584699408981533164e-01	3.653615119288430302e-01	3.719863690353702457e-01	3.783572211400982876e-01	3.844861395213296507e-01	3.903845906960402568e-01	3.960634675721491638e-01	4.015331189629494646e-01	4.068033775512994166e-01	4.118835863863723468e-01	4.167826239913466346e-01	4.215089281560922552e-01	4.260705184849785665e-01	4.304750177660461308e-01	4.347296722242912081e-01	4.388413707183629886e-01	4.428166629367814022e-01	4.466617766467876893e-01	4.503826340460374000e-01	4.539848672646614736e-01	4.574738330626779703e-01	4.608546267652643413e-01	4.641320954762089834e-01
0.000000000000000000e+00	2.981117710882539434e-02	5.780422637536593300e-02	8.410013794569946854e-02	1.088116035424142314e-01	1.320435972370981037e-01	1.538939149069529500e-01	1.744536753563138698e-01	1.938077858661439723e-01	2.120353747329496719e-01	2.292101931717683561e-01	2.454009887849234739e-01	2.606718526379581680e-01	2.750825418357257246e-01	2.886887793540631186e-01	3.015425327550441681e-01	3.136922732957486692e-01	3.251832168310503368e-01	3.360575478095753632e-01	3.463546275679676434e-01	3.561111880415644415e-01	3.653615119288429192e-01	3.741376002721779059e-01	3.824693283481158113e-01	3.903845906960400902e-01	3.979094360545331055e-01	4.050681929194342445e-01	4.118835863863723468e-01	4.183768468930031403e-01	4.245678114321366770e-01	4.304750177660459087e-01	4.361157921343483679e-01	4.415063309126832092e-01	4.466617766467876338e-01	4.515962888563261335e-01	4.563231099747294683e-01	4.608546267652641193e-01	4.652024275294003863e-01	4.693773554010627347e-01	4.733895579995975322e-01	4.772485336949345291e-01	4.809631747204763386e-01	4.845418073526346348e-01	4.879922293604872507e-01	4.913217449146294324e-01	4.945371971310255077e-01	4.976449984132915172e-01	5.006511587453431611e-01	5.035613120756646799e-01	5.063807409245986157e-01
0.000000000000000000e+00	3.697501520015314402e-02	7.115709366085212761e-02	1.027764115006763596e-01	1.320435972370980482e-01	1.591514253528291400e-01	1.842763607440267293e-01	2.075799673638661635e-01	2.292101931717683283e-01	2.493025424053191275e-01	2.679811451983556414e-01	2.853597336657941463e-01	3.015425327550440571e-01	3.166250734178701065e-01	3.306949349783235848e-01	3.438324229558011869e-01	3.561111880415644415e-01	3.675987914172394455e-01	3.783572211400980101e-01	3.884433638981614201e-01	3.979094360545331055e-01	4.068033775512991945e-01	4.151692119258175162e-01	4.230473754032309519e-01	4.304750177660459087e-01	4.374862774623376471e-01	4.441125331962366141e-01	4.503826340460372890e-01	4.563231099747293573e-01	4.619583644333161709e-01	4.673108506075759339e-01	4.724012327225645680e-01	4.772485336949343071e-01	4.818702703100546936e-01	4.862825769977329182e-01	4.905003191865387469e-01	4.945371971310253412e-01	4.984058410281858587e-01	5.021178981683693809e-01	5.056841128010614028e-01	5.091143993367940324e-01	5.124179094526251088e-01	5.156030936194232472e-01	5.186777575243857186e-01	5.216491138213580347e-01	5.245238296041674353e-01	5.273080699641953251e-01	5.300075379623329086e-01	5.326275113171063946e-01	5.351728760849243649e-01
0.000000000000000000e+00	4.402720424179639575e-02	8.410013794569946854e-02	1.206062599489851617e-01	1.538939149069529500e-01	1.842763607440267570e-01	2.120353747329496163e-01	2.374244828977662425e-01	2.606718526379580569e-01	2.819828841933175734e-01	3.015425327550440571e-01	3.195173896272482938e-01	3.360575478095753077e-01	3.512982746657511979e-01	3.653615119288425861e-01	3.783572211400980101e-01	3.903845906960400902e-01	4.015331189629494091e-01	4.118835863863721802e-01	4.215089281560920886e-01	4.304750177660459087e-01	4.388413707183629331e-01	4.466617766467875783e-01	4.539848672646609740e-01	4.608546267652638417e-01	4.673108506075758783e-01	4.733895579995971992e-01	4.791233628362531749e-01	4.845418073526344682e-01	4.896716623094969911e-01	4.945371971310253412e-01	4.991604230597177505e-01	5.035613120756644578e-01	5.077579940430554384e-01	5.117669342924463516e-01	5.156030936194232472e-01	5.192800724764454756e-01	5.228102409519833627e-01	5.262048559674951109e-01	5.294741669763100012e-01	5.326275113171061726e-01	5.356734002571140740e-01	5.386195966546332148e-01	5.414731850759895160e-01	5.442406351171944490e-01	5.469278586046516510e-01	5.495402612809467957e-01	5.520827895206736891e-01	5.545599725662648805e-01	5.569759607245777788e-01
0.000000000000000000e+00	5.096965043015336955e-02	9.664719124481560564e-02	1.376320390447815789e-01	1.744536753563138420e-01	2.075799673638661635e-01	2.374244828977662147e-01	2.643529229052651308e-01	2.886887793540629521e-01	3.107183131525239062e-01	3.306949349783235848e-01	3.488430616759413128e-01	3.653615119288425861e-01	3.804264970735948825e-01	3.941942560600404932e-01	4.068033775512991945e-01	4.183768468930029738e-01	4.290238510688865192e-01	4.388413707183628221e-01	4.479155847494088460e-01	4.563231099747293573e-01	4.641320954762087059e-01	4.714031890146364034e-01	4.781903907066321069e-01	4.845418073526344127e-01	4.905003191865387469e-01	4.961041694013957337e-01	5.013874855621871518e-01	5.063807409245986157e-01	5.111111627194440121e-01	5.156030936194232472e-01	5.198783118641326917e-01	5.239563148679506899e-01	5.278545705627887275e-01	5.315887402240349058e-01	5.351728760849240318e-01	5.386195966546332148e-01	5.419402423122355872e-01	5.451450134464497221e-01	5.482430931450459344e-01	5.512427562033637152e-01	5.541514660148627591e-01	5.569759607245777788e-01	5.597223298659318447e-01	5.623960825597792423e-01	5.650022082298012949e-01	5.675452306782055034e-01	5.700292562685043141e-01	5.724580168763417909e-01	5.748349081936011684e-01
0.000000000000000000e+00	5.780422637536589137e-02	1.088116035424142036e-01	1.538939149069529500e-01	1.938077858661438058e-01	2.292101931717682173e-01	2.606718526379578349e-01	2.886887793540628966e-01	3.136922732957485582e-01	3.360575478095751967e-01	3.561111880415643305e-01	3.741376002721776284e-01	3.903845906960400902e-01	4.050681929194341890e-01	4.183768468930029738e-01	4.304750177660458532e-01	4.415063309126828761e-01	4.515962888563260225e-01	4.608546267652637307e-01	4.693773554010624016e-01	4.772485336949339740e-01	4.845418073526344127e-01	4.913217449146294324e-01	4.976449984132911841e-01	5.035613120756643468e-01	5.091143993367936993e-01	5.143427056830258692e-01	5.192800724764453646e-01	5.239563148679506899e-01	5.283977251425217014e-01	5.326275113171059505e-01	5.366661794959554088e-01	5.405318673516017469e-01	5.442406351171943379e-01	5.478067196265203886e-01	5.512427562033637152e-01	5.545599725662648805e-01	5.577683583646075860e-01	5.608768134857031740e-01	5.638932778600055373e-01	5.668248451342413619e-01	5.696778622724444352e-01	5.724580168763417909e-01	5.751704137836146646e-01	5.778196423004318127e-01	5.804098352492426116e-01	5.829447208605202935e-01	5.854276684048010937e-01	5.878617283464662169e-01	5.902496677007044168e-01
0.000000000000000000e+00	6.453277170569846066e-02	1.206062599489851617e-01	1.694299796398488767e-01	2.120353747329495053e-01	2.493025424053191275e-01	2.819828841933175179e-01	3.107183131525238506e-01	3.360575478095751967e-01	3.584699408981529278e-01	3.783572211400978991e-01	3.960634675721488307e-01	4.118835863863721802e-01	4.260705184849781224e-01	4.388413707183627110e-01	4.503826340460372335e-01	4.608546267652637307e-01	4.703952797617016457e-01	4.791233628362531194e-01	4.871412360361138116e-01	4.945371971310251191e-01	5.013874855621871518e-01	5.077579940430553274e-01	5.137057312488484406e-01	5.192800724764453646e-01	5.245238296041671022e-01	5.294741669763097791e-01	5.341633858493390896e-01	5.386195966546331038e-01	5.428672954634636838e-01	5.469278586046515400e-01	5.508199673175210309e-01	5.545599725662647694e-01	5.581622086490243273e-01	5.616392629658105706e-01	5.650022082298012949e-01	5.682608024879125530e-01	5.714236615343383230e-01	5.744984076346345558e-01	5.774917979102254240e-01	5.804098352492426116e-01	5.832578641968358957e-01	5.860406539258318226e-01	5.887624700879315887e-01	5.914271370887466128e-01	5.940380921104591039e-01	5.965984320183030931e-01	5.991109541264318938e-01	6.015781916614432179e-01	6.040024446441407679e-01
