0.2638	4.1750
0.2652	4.2620
0.2666	4.3410
0.2681	4.4390
0.2695	4.5430
0.2710	4.6590
0.2725	4.7350
0.2740	4.8550
0.2755	4.9410
0.2771	5.0310
0.2786	5.1110
0.2802	5.1580
0.2818	5.2330
0.2834	5.2800
0.2850	5.3320
0.2867	5.3470
0.2883	5.3530
0.2900	5.2720
0.2917	5.1420
0.2935	4.9490
0.2952	4.7400
0.2970	4.5480
0.2988	4.3640
0.3006	4.2060
0.3024	4.0670
0.3043	3.9410
0.3061	3.8270
0.3080	3.7440
0.3100	3.6450
0.3119	3.5750
0.3139	3.4920
0.3159	3.4440
0.3179	3.3920
0.3200	3.3470
0.3220	3.2860
0.3241	3.2580
0.3263	3.2130
0.3284	3.1740
0.3306	3.1460
0.3328	3.1120
0.3351	3.0830
0.3374	3.0500
0.3397	3.0320
0.3420	3.0090
0.3444	3.0050
0.3468	3.0080
0.3493	3.0180
0.3517	3.0280
0.3542	3.0560
0.3568	3.0920
0.3594	3.1050
0.3620	3.0370
0.3647	2.8690
0.3674	2.5620
0.3701	2.1630
0.3729	1.7500
0.3757	1.4040
0.3786	1.0680
0.3815	0.8710
0.3844	0.6950
0.3875	0.5870
0.3905	0.4860
0.3936	0.4400
0.3967	0.3850
0.3999	0.3260
0.4032	0.2970
0.4065	0.2590
0.4099	0.2320
0.4133	0.2030
0.4168	0.1870
0.4203	0.1710
0.4239	0.1540
0.4275	0.1420
0.4312	0.1300
0.4350	0.1210
0.4389	0.1080
0.4428	0.1010
0.4468	0.0950
0.4509	0.0860
0.4550	0.0800
0.4592	0.0690
0.4635	0.0626
0.4679	0.0568
0.4723	0.0482
0.4769	0.0427
0.4815	0.0393
0.4862	0.0362
0.4910	0.0329
0.4959	0.0280
0.5009	0.0240
0.5061	0.0228
0.5113	0.0189
0.5166	0.0144
0.5220	0.0122
0.5276	0.0109
0.5333	0.0100
0.5391	0.0080
0.5450	0.0075
0.5510	0.0060
0.5572	0.0064
0.5636	0.0052
0.5700	0.0047
0.5767	0.0045
0.5835	0.0038
0.5904	0.0035
0.5975	0.0026
0.6048	0.0020
0.6123	0.0024
0.6199	0.0017
0.6278	0.0013
0.6358	0.0008
0.6441	0.0013
0.6525	0.0017
0.6612	0.0021
0.6702	0.0017
0.6794	0.0024
0.6888	0.0029
0.6985	0.0026
0.7085	0.0024
0.7187	0.0024
0.7293	0.0029
0.7402	0.0026
0.7514	0.0040
0.7630	0.0044
0.7749	0.0012
0.7872	0.0029
0.7999	0.0047
0.8130	0.0050
0.8266	0.0046
